"Measure.volume","Left.Lateral.Ventricle","Left.Inf.Lat.Vent","Left.Cerebellum.White.Matter","Left.Cerebellum.Cortex","Left.Thalamus.Proper","Left.Caudate","Left.Putamen","Left.Pallidum","X3rd.Ventricle","X4th.Ventricle","Brain.Stem","Left.Hippocampus","Left.Amygdala","CSF","Left.Accumbens.area","Left.VentralDC","Left.vessel","Left.choroid.plexus","Right.Lateral.Ventricle","Right.Inf.Lat.Vent","Right.Cerebellum.White.Matter","Right.Cerebellum.Cortex","Right.Thalamus.Proper","Right.Caudate","Right.Putamen","Right.Pallidum","Right.Hippocampus","Right.Amygdala","Right.Accumbens.area","Right.VentralDC","Right.vessel","Right.choroid.plexus","X5th.Ventricle","WM.hypointensities","Left.WM.hypointensities","Right.WM.hypointensities","non.WM.hypointensities","Left.non.WM.hypointensities","Right.non.WM.hypointensities","Optic.Chiasm","CC_Posterior","CC_Mid_Posterior","CC_Central","CC_Mid_Anterior","CC_Anterior","BrainSegVol","BrainSegVolNotVent","BrainSegVolNotVentSurf","lhCortexVol","rhCortexVol","CortexVol","lhCerebralWhiteMatterVol","rhCerebralWhiteMatterVol","CerebralWhiteMatterVol","SubCortGrayVol","TotalGrayVol","SupraTentorialVol","SupraTentorialVolNotVent","SupraTentorialVolNotVentVox","MaskVol","BrainSegVol.to.eTIV","MaskVol.to.eTIV","EstimatedTotalIntraCranialVol"
"1_VERIO.long.template_1",4417.7,243.9,14003.3,44619.7,6880.6,3023.8,4623.4,1783.9,517.9,2343.1,19827,3760,1372.5,744.6,513.9,3540,75.3,991.2,5177,168.7,13809.1,45275.9,6451.6,3092.7,4686.2,1814.2,3983.8,1631.3,572,3591.2,86.2,908.4,7.2,357.8,0,0,14.2,0,0,89.2,888,503.8,428.8,500,976.4,993077,978018,977932.945204,212793.240201,216585.50314,429378.743341,188589.221287,189324.980576,377914.201863,52887,572976.743341,873732.945204,862068.945204,860305,1412859,0.826067,1.175252,1202175.22667
"1_SKYRA.long.template_1",4432,267,14280.5,44434.6,7038.3,3060.3,4711.7,1816.2,536.7,2337.5,19722.8,3811.9,1384.4,713.1,545,3757.7,74.5,1066.3,5294,142.7,13802.2,44872.3,6617.5,3150.9,4724,1812,4075.6,1556.2,574.7,3723.4,83.7,989.4,0,370.6,0,0,14.5,0,0,91.1,917.8,544.9,437.8,631.3,922.6,1006923,991662,991650.316083,216234.476457,218886.174438,435120.650895,192464.453825,192343.211364,384807.665188,54249,579794.650895,888049.316083,876136.316083,874216,1418144,0.837584,1.179648,1202175.22667
"2_VERIO.long.template_2",6634.6,342.2,15552.1,49425.3,7124,3595.5,4816.4,2003.5,1072.3,2614.8,20500.6,3590.3,1656.7,1300.8,512.6,4004.7,117.2,1019.7,6994.3,165.8,14553.8,50615.5,7049.8,3621.3,4744.9,1941.7,3814.6,1599.1,628.5,4024.4,112,1046.6,0,518.4,0,0,2.7,0,0,212.7,854.3,574.3,456.1,450.5,834,1035090,1014049,1013671.22001,206807.134622,205307.365758,412114.50038,207414.918733,207138.800892,414553.719625,56372,570019.50038,901445.220005,885308.220005,883474,1462946,0.732985,1.035965,1412157.62623
"2_SKYRA.long.template_2",6227.7,294.1,15559.2,49577.6,7338,3718.8,4812.2,2083.9,1047.5,2570.6,20768.5,3685.5,1657.1,1166.9,572.5,3981,116.3,1009,6644.6,146.4,14217,50880.3,7299.3,3779.4,4839.5,1995,3905.6,1616.4,647,4041.8,115.7,1051.6,0,528.8,0,0,10.8,0,0,203.6,854.9,596.7,472.7,530.7,810.5,1056032,1036210,1035822.65668,211200.616486,210968.9739,422169.590385,212486.788406,212776.277887,425263.066293,57640,581925.590385,922575.656679,907396.656679,905490,1465215,0.747815,1.037572,1412157.62623
"3_VERIO.long.template_3",5203,213.2,18036.1,59422.8,8336.6,4033,5018.9,2335.1,791.8,1456.4,25482.5,4902.9,2067.8,1039.5,776.5,4404,112.4,823,2968.7,227.6,17989.3,60292,8274.3,4053.3,5259.7,1892.9,4709.5,2162.2,873,4407.6,69.7,822.3,5.8,823.5,0,0,5.8,0,0,278.6,883.6,496.5,597.4,452.6,911.3,1319193,1306044,1306165.16404,286323.976951,281731.95638,568055.93333,259049.815043,257453.415668,516503.230712,65449,754079.93333,1162930.16404,1152961.16404,1149792,1820943,0.793959,1.095939,1661537.50185
"3_SKYRA.long.template_3",5177.8,264.8,18066.2,60362,8392.7,4156.7,5085.9,2315.5,788.6,1436.9,25368.6,4843.5,2120,1014.9,776.5,4611.9,113.8,878.2,2982.2,247.4,17655.1,61518.5,8351.8,4135,5313.6,1859.6,4813.4,2214.6,909.3,4744.7,76.6,831.6,5.9,772.5,0,0,5.8,0,0,268.2,892.2,503.4,612.4,463.3,908.7,1328368,1315233,1315286.35344,287434.333658,283404.841085,570839.174743,260318.122094,259655.056604,519973.178697,66743,760439.174743,1170641.35344,1160561.35344,1157427,1813310,0.799481,1.091345,1661537.50185
"4_VERIO.long.template_4",3545.1,550.4,14010.3,49693,7116,3640.7,4657.5,1881.4,899.4,1545.6,19236.3,4504.2,1998.5,969.1,544.4,3953.3,112.7,1326.5,3918.4,299.5,13478.6,49408.3,6656.8,3839.5,4803.6,1630.5,4801.5,2171.5,656.5,3965.9,111.6,1356.7,1,278.1,0,0,4.2,0,0,198.4,957.2,453.9,446,390.2,698.3,1087697,1073813,1073943.5201,236902.677255,235473.91281,472376.590065,210157.548531,205147.381503,415304.930034,58743,631912.590065,959890.520099,949286.520099,946343,1466420,0.76635,1.033184,1419321.88232
"4_SKYRA.long.template_4",3580.3,529.7,13729.5,50144.2,7083.8,3635.3,4623,1911.8,881.2,1562.4,19320.1,4666.1,2010,982,630,3935.3,108,1351.7,3886.6,314.7,13320.1,49760.6,6609.4,3914.3,4722.2,1741.1,4718,2120.7,697.6,3965.8,113.7,1411.2,3.6,310.6,0,0,2,0,0,225.2,963.4,452.8,509.2,401.9,696.3,1095178,1081313,1081763.84951,234815.245313,236088.203511,470903.448823,213930.89925,210344.501436,424275.400686,58973,631349.448823,967658.849509,957047.849509,953726,1468202,0.771621,1.034439,1419321.88232
"5_VERIO.long.template_5",6035.5,440.7,19813.9,57745.4,7970.2,4254.2,6040.7,2116.9,835.2,2320.8,24377.3,4314.1,2037.4,1149,761.8,3857.4,76.6,1038.3,5167.5,260,17096,60926.3,8015.8,4491.5,5936.2,1981.4,4426.1,2213,870.6,3864.4,92.9,1065.1,0,626,0,0,12.9,0,0,149.3,954.6,453.4,670.4,960.6,825.9,1334129,1316234,1315961.87816,288897.715603,282540.539184,571438.254786,264154.470636,258284.15274,522438.623376,64801,757324.254786,1176130.87816,1162361.87816,1158929,1762486,0.781392,1.032278,1707375.55722
"5_SKYRA.long.template_5",6047.8,434,19447.7,59473.2,8241,4350.3,6052.9,2043.8,880,2209.1,24153.4,4353.2,2091.7,1168,781.8,4376.3,127.9,1081.5,5230.3,255.9,16916,61479.4,8138.5,4538.9,5912.4,1776.1,4462.2,2157.4,910.6,4149.7,170.3,1098.8,0,585.2,0,0,12.7,0,0,207.2,934.7,463,651.1,866.3,808.3,1338586,1320605,1320112.64928,286588.731759,282763.628716,569352.360475,265707.705912,260309.582891,526017.288803,66153,758916.360475,1179306.64928,1165361.64928,1162038,1765535,0.784002,1.034064,1707375.55722
"6_VERIO.long.template_6",6519.8,457.6,12926.5,46517.9,6718.6,3503.3,4842.8,2038.5,902.9,1291.3,21155.8,4296.8,1670,861.8,369,3627.2,170,1002,6615.4,185.9,12834.1,47563.9,6490.9,3636.2,4897.1,1876.7,4172.8,2043,503.6,3696,93.9,1240.2,2.8,556,0,0,10.9,0,0,118.4,924.4,489.2,540.3,428.1,811.9,1125396,1106463,1106587.74772,243801.351171,241115.907343,484917.258514,223866.898882,222115.590328,445982.48921,55877,635418.258514,1005157.74772,989169.747724,986780,1542288,0.767052,1.051199,1467170.71175
"6_SKYRA.long.template_6",6949.9,439.3,12838.2,47152.5,6975.8,3525.1,4903.3,1910.7,932.1,1231.8,20529.2,4149.9,1856.1,866.1,455,4205.6,178.4,1137.3,6937.6,202.1,12458,46803.9,6538.4,3686.2,5089.7,1890.9,4266.3,2115.2,520.1,4056.4,99.2,1446.7,6.7,563.2,0,0,9.3,0,0,139.3,937,481.9,505,426.2,849.2,1142316,1122389,1122415.97418,245611.463103,244535.754022,490147.217125,228417.56596,227258.191092,455675.757051,57690,642182.217125,1022570.97418,1005523.97418,1003613,1544863,0.778584,1.052954,1467170.71175
"7_VERIO.long.template_7",5862.8,333.4,20681.1,63941.9,7794.6,4583.5,5646.7,2401.7,918.5,1659.6,29232.1,4227.5,1894,1323.3,714.5,4454.1,175,966.2,4769.1,221.8,19806.9,66447.6,7819.2,4750.5,5648.7,2175.3,4661.2,1880.5,759.6,4521.2,111,978.8,0,686.4,0,0,14.3,0,0,274.1,1156.7,685.5,861,802.6,1264.7,1309486,1292911,1292852.95202,272095.205716,272052.045228,544147.250944,255806.666838,255959.034241,511765.701079,65672,740850.250944,1137079.95202,1124251.95202,1121673,1780777,0.779473,1.06001,1679962.34776
"7_SKYRA.long.template_7",5865.6,349.7,20365.3,65682.7,7895.1,4729.8,5622.3,2342,902.3,1507.7,28629.5,4281.8,1869.3,1342.7,714.8,4738.6,176.2,1014.4,4727.9,240.3,19185,67413.3,7962.7,4836.9,5682.1,2225.7,4723.3,1949.8,803.2,4771.8,126.3,1046.6,0,633.7,0,0,14.8,0,0,296.6,1152.7,686.9,864.9,864.3,1269.7,1326778,1310345,1310134.41368,275432.50169,278305.086274,553737.587964,258176.984206,258523.841514,516700.82572,66998,754538.587964,1152959.41368,1140083.41368,1137641,1783872,0.789767,1.061852,1679962.34776
"8_VERIO.long.template_8",8216.5,368.1,13860.2,45055.7,7413,4241,4476.8,1907.7,938.8,1979.3,18993.4,3985.8,1620.9,1334.5,587.7,3695.1,201.2,923,6863.2,374.4,13150,46032.1,7060.8,4238.9,4648.3,1764.6,4237.6,1631.2,678.5,3748.1,117,1085,0,640.7,0,0,5.7,0,0,127.5,786,408.4,388.8,442.3,899.1,1088765,1066660,1066828.37037,247511.872816,247919.354405,495431.227221,197963.94152,197722.201625,395686.143145,57531,644869.227221,968889.370366,951036.370366,948689,1525193,0.746701,1.046014,1458100.11063
"8_SKYRA.long.template_8",8067.9,351.7,13108.1,45931.7,7530.4,4357.9,4567.5,1951.9,878.9,1923.9,18752.6,4011.6,1673.3,1316.9,557.4,3927.3,204.2,954.7,6735.6,357.2,12451.5,45884.3,7096,4396.6,4683.9,1818.9,4268.5,1672.5,701.5,3860.8,127.5,1163.9,0,663.5,0,0,4.4,0,0,160.9,788.3,394.1,396.2,444.6,924.2,1098468,1076737,1076604.30107,247371.549747,249759.455158,497131.004905,201555.351784,201809.944384,403365.296168,58750,648538.004905,979012.301073,961369.301073,959564,1522007,0.753356,1.043829,1458100.11063
"9_VERIO.long.template_9",6411.8,145.5,14540.5,47394.9,6017.6,3704,4438.7,1596.6,740.2,2350.5,17497.9,3447,1670.5,1026.6,566.2,3238.1,89.7,1038.3,5993.5,94,12692.4,49671.7,5926.4,3792.6,4658.6,1421.9,3614.7,1800.9,607.3,3316.6,106,1009,0,532.9,0,0,11,0,0,169.6,953.8,519.8,435.5,509.7,1088.8,981660,963373,963324.236451,215964.796572,215706.511117,431671.307689,177499.697042,177638.23172,355137.928762,51602,581712.307689,854789.236451,840395.236451,838478,1393722,0.750225,1.06514,1308487.04948
"9_SKYRA.long.template_9",6532.2,148.9,13831.1,47227.7,6145.9,3660.8,4598,1643.3,746.3,2430,17471.8,3484,1621.8,1020.1,573.9,3322.8,100.5,1016.7,6071.9,116.9,12053.6,49411.3,5995.3,3878,4725.4,1480,3686.4,1709.5,612.1,3410.8,107.4,949.9,0,548.5,0,0,5.5,0,0,205.3,955.1,527,489.2,558.5,1069.3,998979,980401,980086.717587,218495.70051,216757.121765,435252.822275,185083.578303,184469.317009,369552.895312,52260,585946.822275,873751.717587,859173.717587,857399,1393261,0.763461,1.064788,1308487.04948
"10_VERIO.long.template_10",16467.5,294.7,21424.7,63622.8,7903.3,4397.8,5469.8,2292.2,1400.2,3205.6,26147.1,4025.5,1712.6,1470.4,469.2,4387.5,100.2,1383.3,13890.7,271.2,18954.1,68415.8,7748,4511.9,5724.5,2065.7,3940.4,1887.2,715.5,4637.8,75.6,1346.1,0,777.6,0,0,17,0,0,141.3,925.7,486.8,518.3,501.5,1219.4,1292691,1252895,1253056.60144,267754.782393,263239.868174,530994.650567,245050.586089,240274.364784,485324.950873,63645,728144.650567,1116753.60144,1082994.60144,1079811,1735334,0.768562,1.031733,1681961.15475
"10_SKYRA.long.template_10",16268,251.2,20264.2,65675.4,8155.1,4460.8,5581.3,2312.7,1317.1,3075.7,25693.1,4177.8,1847.5,1468.6,621.8,4863,114,1388.6,13750.3,211,18415.7,68906.3,8084.8,4626.1,5830.3,2098.2,4122.2,2030.6,783.6,4956.6,89.8,1375.5,0,766.1,0,0,20.2,0,0,128,932.9,503.1,532.9,506.9,1237.3,1307655,1268678,1268465.22238,268749.224047,263977.236626,532726.460673,249738.993766,245795.767944,495534.76171,66490,735416.460673,1131171.22238,1097864.22238,1095003,1735570,0.777459,1.031873,1681961.15475
"11_VERIO.long.template_11",5107,150.1,13609.3,50461.1,6658,3210,4180.1,1591.5,739.5,1837.6,18325.4,3383,1632.7,959.2,450.6,3194.1,56.9,932,4304.6,278.9,13758.6,51726.5,6510.4,3285.5,4137.5,1542.6,3693.5,1604.2,579.5,3160.2,100.1,819.5,2.4,434.9,0,0,10.1,0,0,123.8,824.6,507.8,493.6,460.5,861.4,1051248,1036531,1037001.09526,228888.077854,228891.67844,457779.756295,200383.916,198247.422969,398631.338969,50307,611060.756295,920607.095264,909206.095264,906280,1440390,0.779557,1.068126,1348520.40807
"11_SKYRA.long.template_11",4711.2,140.9,13419.9,50854.8,6677.8,3316.1,4251.9,1572.4,692.6,1802.3,18601.6,3434.6,1659.9,896.2,496.1,3322,54.2,935.3,3962.1,267.7,13271.5,52592.9,6671.7,3377.9,4153.2,1608.4,3757.5,1619.3,594.3,3243.2,102.6,902.4,0,323.2,0,0,7,0,0,128,830.5,511.9,530.1,460.3,873.6,1070099,1056378,1056744.68043,239252.96445,237570.92764,476823.89209,200182.941062,197504.847282,397687.788344,51265,632550.89209,939191.680433,928625.680433,925438,1440568,0.793536,1.068258,1348520.40807
"12_VERIO.long.template_12",6703.9,495.8,15823,55490.3,7472,4388.6,5153.1,2317.9,653.2,2338.5,22075.3,4351.8,1843.8,900,533,4418.6,77.3,996.4,5601.3,247.3,15053,55099.8,7596.9,4561.4,5349.3,2150.7,4399.8,1820.8,615.1,4569.8,84.2,944.5,2.5,370.6,0,0,5.7,0,0,278.4,1002.8,582.3,511.9,453.7,899.3,1147837,1129281,1129611.09121,251089.699095,250762.161964,501851.861059,212367.613032,211247.617122,423615.230155,63096,676303.861059,1005072.09121,990199.091214,988181,1601509,0.843536,1.176935,1360745.04684
"12_SKYRA.long.template_12",6700.4,576.7,15390.5,56849.9,7569.2,4374,5121.5,2282.2,652.9,2285,21952,4322.5,1985.6,863.4,657,4620,148.6,1002.7,5707.1,296.2,14664.2,56384.4,7786.1,4552.4,5242.8,2085.9,4454.8,1794.7,694.1,4537.3,147.6,953.6,0,335.6,0,0,9.5,0,0,278.2,980.7,602.4,514.1,461.5,892.5,1149058,1130420,1130548.21475,247929.545424,249753.650777,497683.196201,212854.099659,213618.918893,426473.018552,63779,675285.196201,1004688.21475,989609.214753,987856,1599107,0.844433,1.17517,1360745.04684
"13_VERIO.long.template_13",8462.7,596.5,17731.4,58971.2,7643.7,3838.2,5076.4,2061.6,982.7,1871.3,24754.7,4111.7,1595.7,1350.8,473.6,4046,80.7,1023.7,6644.9,282.5,18450,57946.8,7555.8,3983.6,4951.7,1988.3,4149.4,1815,639.7,3999.3,50.9,1100.2,0,482.5,0,0,3,0,0,168,681,444.1,488.4,616.8,882,1166262,1144052,1143961.35255,248724.685971,245835.624335,494560.310306,218204.278113,217584.764131,435789.042244,59796,672171.310306,1011192.35255,993148.35255,990217,1595596,0.775817,1.061418,1503268.86921
"13_SKYRA.long.template_13",8423.6,611,17752.7,59804.7,7762.7,3846.7,5139.1,2099.7,981.4,1757.6,23607.8,4185.8,1676.4,1363.2,487.4,4331.6,93.7,1083.9,6703.5,326.3,17875.8,59216.7,7723.5,3985.6,5035.1,2059.8,4156.4,1703.2,677.9,4364.9,66.9,1143.2,0,608.6,0,0,3,0,0,187.9,687.8,455.2,538.7,619.6,827,1170192,1148026,1147961.63563,247003.076346,245654.915863,492657.992209,219982.712524,219234.930895,439217.643419,61058,673534.992209,1014080.63563,995874.635628,992982,1591402,0.778432,1.058628,1503268.86921
"14_VERIO.long.template_14",10494,499.4,18265.6,54414.7,8550.1,4437.5,5584.7,2378.5,904,2607.6,26544.5,4373.5,1921.9,768.2,538.9,4142.5,79.2,1350.7,14940.7,548.8,19082.6,56048.4,8169.8,4606.2,5434.6,2321.7,4456.5,1877.1,784.1,4094.4,93.4,1242,0,971.7,0,0,12.1,0,0,182.8,1030.2,613.8,507.3,567.5,1119.1,1307441,1274178,1273792.54517,267539.543851,266610.823494,534150.367345,262506.075229,262787.102595,525293.177824,65523,711357.367345,1157008.54517,1127908.54517,1125331,1856881,0.787693,1.118714,1659834.87033
"14_SKYRA.long.template_14",10395,487.2,18255.1,56004,8841.8,4518.3,5746.1,2340.9,858.4,2533.8,25853.4,4461.9,1913.7,736.3,640.9,4612.9,82.9,1289.7,14753.1,561.7,17855.6,56176.2,8423.5,4769.7,5615.7,2282.9,4530.7,1929.9,799.7,4574.2,112.6,1246.9,0,1011.3,0,0,16.9,0,0,194.5,1026.5,631.7,508.7,581.3,1136.3,1322962,1290323,1289834.02015,267511.400324,267360.113251,534871.513576,268418.229247,269631.277329,538049.506576,67975,716505.513576,1172510.02015,1143773.02015,1141369,1857002,0.797044,1.118787,1659834.87033
"15_VERIO.long.template_15",13600.2,635,15928.1,54667.9,7658.6,3724.5,6014.8,2031.8,870,2157.6,21425.2,3959.7,1842.3,1446.5,468.7,3689.9,58.2,1118.4,7534.2,426.1,15196.7,57733.8,7652.8,3851.8,6029.8,1920.7,4443.7,1793.2,709.7,3753.9,50.9,1147.3,1.7,506.5,0,0,23,0,0,221.5,946,520.3,505.3,496.8,817.5,1217975,1188938,1188876.45659,264857.219145,261148.675059,526005.894204,231503.709064,226030.853327,457534.562391,61101,700997.894204,1072345.45659,1047701.45659,1044606,1599784,0.760969,0.999517,1600557.56171
"15_SKYRA.long.template_15",13479.9,612.6,16048.5,55785.4,7846.6,3805.7,6106,2056,832.2,2137.9,21212.4,4061.6,1796.3,1480.1,537,3818.7,55.2,1245.9,7570.6,414,15044.5,57764.3,7786.6,3901.5,6074.4,1916.5,4480,1962.8,733.5,3910.3,53.2,1228.2,5.5,488.5,0,0,12.8,0,0,222.7,939.8,552.4,496.4,488.8,806.3,1225021,1196191,1195925.57165,265408.421964,258672.608941,524081.030905,235477.467364,228542.073378,464019.540743,62615,701933.030905,1078313.57165,1053705.57165,1050910,1601946,0.765371,1.000867,1600557.56171
"16_VERIO.long.template_16",4262.9,130.8,15615.5,44241.3,6785.9,3585.3,4826,1719.1,550.7,1655,21056.3,3466.6,1550,790.1,589.5,3792.6,16.3,697.2,3829.7,433.4,14619.3,46387.3,6801.3,3762.7,4901.8,1825.6,3756,1758.6,679.7,3829.5,44.8,657.2,0,937.9,0,0,9.6,0,0,92.3,845.4,589.1,704,687.7,876.8,1076728,1064121,1063824.54102,239214.99774,244323.603235,483538.600975,199355.361422,204504.578625,403859.940047,55098,630591.600975,954890.541022,945093.541022,942750,1495192,0.823308,1.143281,1307807.55089
"16_SKYRA.long.template_16",4303.1,153.4,15059.3,45789.4,6697.8,3578.6,4815.2,1688.2,536.5,1705.8,21370.1,3630.2,1631.2,796.9,591.1,3911.6,15.1,643.8,3881.6,479.4,14090.9,47387.7,6742.7,3842.9,4917.5,1722.1,3746.2,1798.1,669.6,4009.3,63.7,594.7,0,887.8,0,0,2.9,0,0,96.9,885.7,601.8,636.9,715.1,859.8,1082490,1069737,1069594.29333,240438.16172,244790.53743,485228.699151,200855.180787,205906.413394,406761.594181,55383,635096.699151,959673.293331,949776.293331,947496,1489555,0.827714,1.138971,1307807.55089
"17_VERIO.long.template_17",4498.7,188.2,15671.3,51322.9,7035.7,2824.1,5065.5,2073.3,659.5,1440.8,20659.5,3674.1,1613.8,745,516.4,3561.5,80.8,829.7,2880.5,325.2,15504.5,50517.4,7242.2,2813.9,5046.4,1854.5,4224.3,1801.7,649.4,3834.2,111.1,756,1.6,1214,0,0,6.6,0,0,127.3,891,532.3,639.7,496.7,870,1112002,1100122,1100087.66118,237410.786188,238079.166752,475489.95294,218299.514585,216682.193651,434981.708236,55847,633941.95294,978008.661177,968819.661177,966415,1541885,0.740127,1.026249,1502447.77476
"17_SKYRA.long.template_17",4471.7,176,15460.6,51383.3,7328.5,2863.1,5122.3,2021.2,638.4,1330.9,20488.5,3807,1627.5,772.9,569.1,3810.2,79.4,869.8,2876.7,332.7,14652.4,50555.9,7456.2,2954.6,5073.1,1894.7,4317.2,1823.2,657,4103.4,121.8,785.6,0,1153.1,0,0,10.8,0,0,148.9,931.7,546,727.3,610.7,787.4,1133677,1122017,1122072.66083,244893.923315,244701.711779,489595.635095,221193.36258,220956.663152,442150.025732,57520,650200.635095,1001093.66083,991936.660826,989232,1546308,0.754553,1.029193,1502447.77476
"18_VERIO.long.template_18",6093.2,181,15587.9,55333.6,6690.8,4106.7,5238,2016.1,1052.5,2364.6,18898.7,3713.4,1618.6,1171.6,537,3652.6,156.5,996.7,6817.7,313.5,14703.1,56670.1,6877.3,4209.4,5370.7,1706.2,3983.3,1765,654,3731.3,81.7,914.8,18.1,558.2,0,0,5.3,0,0,121.5,985.3,513.2,409.8,430.1,918,1181365,1161485,1161610.60199,262800.944177,258196.071061,520997.015237,222689.792911,217520.793844,440210.586755,57642,691513.015237,1036803.60199,1021477.60199,1018859,1622459,0.763846,1.049048,1546601.82953
"18_SKYRA.long.template_18",6236.1,193.8,14626.7,56993.9,6696.1,4155.8,5249.9,1895.5,1048,2357.3,19063.9,3848.9,1548.1,1226.8,623.7,3808,164.2,1082.8,7053.5,340.7,13961.7,57525,6837.1,4320.7,5381.3,1704.2,3975.7,1773,641.1,3862.8,87.4,925.1,15.5,505.2,0,0,8.7,0,0,134.7,975.3,511.3,415.8,436.9,927.6,1182342,1162071,1162323.125,262399.488053,258264.321707,520663.80976,222587.494503,217572.820733,440160.315237,58189,694450.80976,1037374.125,1021629.125,1018861,1627118,0.764477,1.05206,1546601.82953
"19_VERIO.long.template_19",8240.1,419.4,17825.8,59204.9,7272.6,3766.5,5800.3,2221,1118.3,1716.4,23504.4,3869.4,1824.8,1144.1,599.1,3973.2,126.3,983.5,6043.8,325.8,15435.2,61535.3,6999.5,3744.8,5516.7,1940.5,4158.8,1896.3,699.8,4046.6,73.9,1025.7,0,620.5,0,0,5.8,0,0,170.5,924.9,554,507,781.9,886.1,1215908,1195154,1195456.64801,265124.731469,261121.80023,526246.531699,227793.716059,226036.400252,453830.116311,60051,709124.531699,1060335.64801,1043390.64801,1039865,1649307,0.752707,1.021002,1615380.74882
"19_SKYRA.long.template_19",8412.3,417.9,17760.9,60171.6,7339.3,3857.4,5803.9,2277.8,1135,1701.6,23083.1,3960.9,1712.4,1112.9,547.8,4353,142.5,1054.5,6243.1,325.5,15629,61703.4,7099.1,3784.3,5470.4,2041.7,4151.4,1987.8,655.1,4162.2,84.5,1010.2,0,543.9,0,0,4.6,0,0,266.1,933.5,576.9,587.2,836.3,919.6,1234390,1213370,1213135.11526,266724.899165,265961.575992,532686.475156,231734.99829,231604.641813,463339.640103,60907,717578.475156,1077486.11526,1060180.11526,1057178,1648254,0.764148,1.02035,1615380.74882
"20_VERIO.long.template_20",9110,300.8,13696.1,52375.7,6309.5,4362,5419.3,2037.3,837.6,3133.6,18361.3,4012.1,1739,1024.6,580.1,3309.8,112.6,1409.4,7971,349.7,13472.4,53889.7,6270.3,4436.2,5535,1816.4,4099.6,1815.3,634.2,3350.3,98.8,1296.1,0,674.5,0,0,5.2,0,0,115.2,990.6,566.1,482.2,543.3,999.9,1068151,1042879,1043053.26257,236814.048459,235543.474816,472357.523276,191170.095154,188775.644143,379945.739298,57254,636795.523276,932125.262573,911760.262573,909442,1543538,0.751743,1.086311,1420898.90691
"20_SKYRA.long.template_20",9537.8,358.6,13102.3,51698.7,6291.7,4440,5430.7,2081.8,865.6,3235.4,18144.2,4058,1645,1081,578.4,3495.8,108.6,1450.9,8449.2,357.3,13035.8,52428.3,6332.2,4541.7,5628.2,1895.2,4133,1911.5,628.1,3503.5,81.6,1270.4,1,614.2,0,0,7,0,0,117.3,1041.4,575.8,523.3,560.2,1014.1,1078948,1052531,1051936.07035,238659.877501,238110.41791,476770.295411,194595.879213,192350.895723,386946.774936,58124,640056.295411,945118.070347,923778.070347,922459,1538393,0.759342,1.08269,1420898.90691
"21_VERIO.long.template_21",2979.8,574.7,17902.3,65042.5,7559.3,4290,5166.5,2208,813.1,2035.9,23606.5,4188.4,1760.3,912.5,564.6,4091.9,60.3,1058.9,2880.8,397.5,17333.9,66563.8,7739.5,4442.3,5196.3,1940.7,4315.8,2018.3,623.8,4091.8,60.4,921.2,0,1233,0,0,16.7,0,0,159.7,892.8,576,695.3,648.6,873.7,1275700,1263630,1263904.88741,282050.794842,278689.59764,560740.392481,237600.688536,236238.806393,473839.494929,61873,755384.392481,1108252.88741,1099782.88741,1096159,1733607,0.773585,1.05126,1649075.63357
"21_SKYRA.long.template_21",3014.5,632.7,16661.8,66010.4,7722.5,4451.9,5428.5,2193.2,821.1,1879.8,23141.3,4145.9,1756.5,963.7,721.6,4323.2,90.1,1101.5,2869.1,450.7,15906.1,66754.9,7772.2,4618.6,5370.8,1924.4,4405.8,2040.5,656.5,4284.9,99.3,992.4,0,1150.1,0,0,19,0,0,193.1,914.7,571.5,762.3,680.2,868.3,1282912,1270742,1270780.5618,284167.454954,283968.338479,568135.793433,236770.156014,236525.612356,473295.76837,63834,765971.793433,1117355.5618,1108647.5618,1105241,1736825,0.777958,1.053211,1649075.63357
"22_VERIO.long.template_22",4485.5,267.7,12277.1,44560.2,6515.6,3099.8,4657.3,1499.7,821.6,1543.8,17170.2,3930.7,1593.2,977,435.3,3675.8,116,766.3,4130.4,247.8,11862.4,44778.9,6543.3,3294.8,4721.7,1456.5,3796.6,1518.9,572.9,3493,125.7,950.6,0,410.5,0,0,3.8,0,0,171.5,839.5,547.8,596.6,592.8,800.8,1041109,1027153,1027093.81081,231110.596418,234898.122277,466008.718695,195862.610219,199112.481896,394975.092115,52546,608817.718695,926085.81081,915421.81081,913672,1445619,0.756204,1.050017,1376757.22159
"22_SKYRA.long.template_22",4406.2,274.4,11947.4,44882.2,6635.1,3216,4693,1504.1,821,1465.9,17538.8,4022.8,1611.3,957.5,502.1,3744.2,107.2,769,4007.7,245.7,11280.4,45082.1,6724.8,3344.6,4809.6,1475,3876,1546.8,604.1,3539.1,121.7,972,0,401.8,0,0,2.8,0,0,123.4,893,533.9,702.4,615.3,815.2,1051239,1037624,1037698.35431,233935.840937,236882.324926,470818.165864,198702.214191,201791.974254,400494.188444,53512,614951.165864,937216.354308,926797.354308,924834,1448349,0.763562,1.052,1376757.22159
