"Measure.volume","Left.Lateral.Ventricle","Left.Inf.Lat.Vent","Left.Cerebellum.White.Matter","Left.Cerebellum.Cortex","Left.Thalamus.Proper","Left.Caudate","Left.Putamen","Left.Pallidum","X3rd.Ventricle","X4th.Ventricle","Brain.Stem","Left.Hippocampus","Left.Amygdala","CSF","Left.Accumbens.area","Left.VentralDC","Left.vessel","Left.choroid.plexus","Right.Lateral.Ventricle","Right.Inf.Lat.Vent","Right.Cerebellum.White.Matter","Right.Cerebellum.Cortex","Right.Thalamus.Proper","Right.Caudate","Right.Putamen","Right.Pallidum","Right.Hippocampus","Right.Amygdala","Right.Accumbens.area","Right.VentralDC","Right.vessel","Right.choroid.plexus","X5th.Ventricle","WM.hypointensities","Left.WM.hypointensities","Right.WM.hypointensities","non.WM.hypointensities","Left.non.WM.hypointensities","Right.non.WM.hypointensities","Optic.Chiasm","CC_Posterior","CC_Mid_Posterior","CC_Central","CC_Mid_Anterior","CC_Anterior","BrainSegVol","BrainSegVolNotVent","BrainSegVolNotVentSurf","lhCortexVol","rhCortexVol","CortexVol","lhCerebralWhiteMatterVol","rhCerebralWhiteMatterVol","CerebralWhiteMatterVol","SubCortGrayVol","TotalGrayVol","SupraTentorialVol","SupraTentorialVolNotVent","SupraTentorialVolNotVentVox","MaskVol","BrainSegVol.to.eTIV","MaskVol.to.eTIV","EstimatedTotalIntraCranialVol"
"19_unwarped_SKYRA.long.template_19_unwarped",8342.7,384.1,17864.1,60482.9,7389.3,3844,5771,2321.6,1158.7,1677.6,22982.2,3991.8,1783.2,1158.2,562.5,4259.3,144.2,1076.5,6203.4,331.4,16558.7,62396,7033.1,3780.5,5504.5,1945.6,4155.2,1998,722.7,4292.4,79.1,1032.2,0,577.1,0,0,3,0,0,139.9,926.5,592.1,541,825.1,914.9,1233276,1212375,1212407.19312,266926.911164,266971.181457,533898.092621,229055.364536,229627.735963,458683.100499,61095,720250.092621,1074055.19312,1056910.19312,1053702,1644880,0.761619,1.015808,1619283.123
"20_unwarped_VERIO.long.template_20_unwarped",9220.3,302.6,13463.9,50306.4,6317.3,4430.7,5527.6,2028.5,803.8,3087.5,18287.9,3919.9,1672.9,1079.2,552.4,3457.1,122.8,1509.6,8047.3,312.6,13494.8,51615.7,6507.4,4399.9,5570.1,1704.9,3984.9,1844.5,643.8,3311.8,101.3,1396.9,0,833.9,0,0,13.6,0,0,121.2,1034.4,582.9,491.4,553.6,1009.9,1068068,1042379,1042243.95044,235804.215009,238414.15246,474218.367468,191082.335441,190399.247535,381481.582976,57568,634474.367468,936134.950445,915347.950445,913451,1526713,0.74352,1.062798,1436502.96066
"20_unwarped_SKYRA.long.template_20_unwarped",9500.8,350.4,13403.3,51165.8,6348.5,4419.1,5531.8,2078.4,829.7,3197.8,18327,3930.6,1681.4,1075.8,556.8,3642.1,113.3,1540.3,8289.2,352.9,13393.2,52203.4,6526.3,4505.8,5652.6,1719.3,3995.1,1859.6,654.2,3423.4,94.7,1481.3,0,772.4,0,0,20.4,0,0,125.8,1033.5,630,510.5,544.3,1016.5,1080981,1054589,1054166.84707,239232.307579,240747.371592,479979.679171,193428.050115,192300.117781,385728.167896,58295,642694.679171,947556.847067,926178.847067,924448,1528760,0.752509,1.064223,1436502.96066
"21_unwarped_VERIO.long.template_21_unwarped",3175.1,567.9,16443.5,64104.2,7380.4,4321.4,5146.9,2109.9,857,2007.6,23811.6,4029.4,1776.5,1007.7,524.1,3983.8,72.7,951,2894,406.9,19215,64012.5,7852.4,4534.9,5222.4,1887.1,4339.5,1999.3,656.9,3963.4,70.3,941.5,0,1093.1,0,0,12.8,0,0,164.8,889.1,577.9,706.7,662.3,858.8,1259487,1247111,1246776.08902,275901.751596,275179.806859,551081.558455,234994.771123,234936.759437,469931.53056,61327,742067.558455,1094360.08902,1085718.08902,1082656,1722533,0.750277,1.026114,1678695.15574
"21_unwarped_SKYRA.long.template_21_unwarped",3171.3,631.5,16246.9,66442.6,7675.2,4485,5468.9,2128.5,864.6,1882.4,23197.8,4068.6,1740.3,960.2,634.5,4294.7,92.9,967.8,2859.6,464.7,17935.1,66771.9,8092.6,4671.6,5380.2,1921.5,4420.8,1972,675.7,4160.4,97.2,955.5,0,1091.6,0,0,23.9,0,0,245.5,896.1,565,734.9,688.9,866.8,1294193,1282002,1281806.27268,286448.487112,289248.850894,575697.338006,237230.701456,237292.233217,474522.934673,63663,773887.338006,1125776.27268,1117050.27268,1114036,1727657,0.770952,1.029167,1678695.15574
"22_unwarped_VERIO.long.template_22_unwarped",4369.3,307.8,12988.6,43220.2,6634.9,3174.1,4678.7,1491.3,806.4,1514.4,17226,3551.3,1592.1,911.1,427.2,3562.8,112.7,884.5,4086.5,251.5,13029.9,43562.4,6535.2,3240.5,4686.9,1384.5,3812.9,1436.1,586.3,3329.8,121.7,943.2,0,453.9,0,0,7.8,0,0,145.9,844.8,535.5,618.3,575.2,844.9,1035605,1021887,1022227.17742,229293.641744,232040.850565,461334.49231,196070.492485,199900.192628,395970.685113,51677,600714.49231,921550.177423,910966.177423,908693,1430810,0.746623,1.031548,1387051.33178
"22_unwarped_SKYRA.long.template_22_unwarped",4196.5,313.5,13015.6,44415.4,6775.6,3215.3,4764.9,1474.6,816.9,1449.2,17571.2,3679.8,1586.4,894.2,468.5,3626.1,105.2,972.7,4013.8,259.7,12655.6,44975.7,6695.8,3311.3,4803.2,1372.3,3858.4,1509,573.5,3405,112,935.4,0,430.5,0,0,4.3,0,0,151.5,853.8,537,641.3,582.1,869.9,1060316,1046870,1047237.06127,236716.354856,238347.497037,475063.851893,200904.077525,203398.131855,404302.20938,52625,617811.851893,944536.061273,934169.061273,931656,1431707,0.764439,1.032195,1387051.33178
"23_unwarped_VERIO.long.template_23_unwarped",4057.7,329.7,15705.4,55896,7588.1,3097.8,5480.3,2249,786.8,1593.6,23342,3972.4,1982.1,838.3,410.3,3900.6,123.5,851.2,2835.6,214.8,14501.5,58021.2,7763.4,3049.2,5525.7,1991,4182.1,1915.4,533.9,3859.8,115.2,988.2,10.2,1170.4,0,0,15.9,0,0,157.5,1048.5,600.2,706,729.3,820,1204457,1192548,1192541.21788,256585.116426,253441.102023,510026.218449,239205.221939,238488.777489,477693.999428,59306,685058.218449,1059644.21788,1050776.21788,1047086,1578099,0.763181,0.999932,1578206.51152
"23_unwarped_SKYRA.long.template_23_unwarped",4377.5,411,15072.8,55610.6,7633.8,3101.7,5599.9,2092.2,863.9,1663.6,22220.1,3839.4,1894.6,897.6,452.3,4248.6,171.8,853.4,3191.4,300.7,14359.3,56497.7,7903.8,3014,5517.2,1965.3,4212.9,1877.8,569.3,4216.1,139.5,887.1,16.2,1250.3,0,0,13.8,0,0,136.6,1051.9,569.3,678.8,710.1,800.3,1193398,1180474,1180668.19737,251249.366041,250022.008293,501271.374334,239500.075807,237550.747231,477050.823038,60119,674997.374334,1051481.19737,1041801.19737,1038377,1577113,0.756174,0.999307,1578206.51152
"24_unwarped_VERIO.long.template_24_unwarped",6719.9,303.3,16254,57650.3,6829.2,3847.7,5124.7,2026.4,962.2,2266.9,19187.7,4098,1713.3,1176.6,609.2,3436.1,50.6,1014,4495.5,222.6,15594.2,58076.7,7201.4,3778.6,5552.9,1664,4824.9,2133.8,738.4,3391,79.1,953.5,0,471.5,0,0,9.8,0,0,201.1,693.4,400.4,540.1,399.1,822.7,1125153,1107297,1107452.60652,252558.028042,252656.043836,505214.071878,197162.567046,196825.967597,393988.534642,58571,682534.071878,975889.60652,962340.60652,957571,1553273,0.715869,0.988256,1571731.05173
"24_unwarped_SKYRA.long.template_24_unwarped",6597.4,319.8,15705.2,59482.2,6961.6,3927.5,5456.1,1935.4,931.4,2135.4,19174.8,4216.7,1784.8,1190.3,721.7,3707.4,73.9,1007.1,4370.3,220.1,15435.1,58713.1,7225.1,3858,5738.6,1703,4939.2,2156.9,787.2,3674.6,77.2,974.1,0,488.9,0,0,8.8,0,0,203.7,715.3,412.5,545.2,397.4,815.6,1143993,1126744,1127120.0209,254821.895821,256884.841281,511706.737102,200411.091268,203181.192531,403592.283798,60659,693308.737102,993130.0209,979911.0209,975537,1555058,0.727855,0.989392,1571731.05173
"25_unwarped_VERIO.long.template_25_unwarped",7083.9,244.1,13267.4,49568.2,7495.6,4210.4,5052.1,1945.1,814.6,2338,19390.4,4313.2,1712.9,1098.5,663.4,3798.9,174.4,1001.2,5506.2,217.8,12104.4,49552.7,7693.2,4192.8,5411.1,1803.4,4604.5,1787.5,755.9,3601.5,199.5,977,7.8,637.8,0,0,14.6,0,0,149.4,758,486.9,452.1,408,811,1115223,1096259,1096700.55693,249747.685151,249678.355107,499426.040257,206470.409738,205251.106934,411721.516672,60895,660390.040257,989198.556929,974337.556929,971776,1568862,0.723609,1.017952,1541195.12277
"25_unwarped_SKYRA.long.template_25_unwarped",6846.9,218.2,13691,50581.3,7694.2,4271,5184.7,1911.6,797.3,2189.2,19168.7,4432.8,1802.2,1105.4,698.6,4167.7,153.8,1154.8,5231.6,222.5,12616.4,50548.5,7816,4330.5,5428.5,1750.8,4718.2,1896.8,791,3952.2,217.6,1157.1,0,663.4,0,0,4.6,0,0,155.8,786.5,504.2,461.9,404.4,827.7,1132763,1114397,1114772.72616,253838.741137,252750.434357,506589.175494,210270.486839,207584.063831,417854.550671,62680,671311.175494,1003793.72617,989280.726165,986919,1572170,0.73499,1.020098,1541195.12277
"26_unwarped_VERIO.long.template_26_unwarped",7401.3,335.7,15104.6,48572.7,7748.5,4298.6,5111,2027.8,796.5,1794,21159.8,4185.2,1567.4,1036.8,476.3,3966.8,120.5,1016,5643,212,14704,51417.3,7576.4,4369.9,5135,1855.3,4432.9,1835.3,641.4,4008.4,158,914.8,0,503.1,0,0,2.7,0,0,192.5,1073.7,614.5,539.9,629.1,1186.6,1112977,1094049,1093956.0086,242147.905089,240613.984038,482761.889126,210949.984699,209471.134776,420421.119476,60639,644811.889126,981484.008602,966114.008602,964005,1554119,0.749992,1.04726,1483985.76415
"26_unwarped_SKYRA.long.template_26_unwarped",7334.4,353.5,15095.8,49810.7,7779.4,4366.2,5177.7,2081.9,799.5,1793.6,21417,4252.5,1631.1,1102.3,529.4,4017.8,99.4,1040.2,5612,221.2,14902.3,52398.2,7594,4471.5,5235.5,1885.9,4554,1903.4,654.5,4027.9,174.8,901.8,0,539.9,0,0,5,0,0,193,1075.9,628.9,590.2,650.4,1184.3,1130809,1111930,1111996.06591,246840.923915,245707.71995,492548.643865,213068.259508,212206.162542,425274.42205,61600,657898.643865,997095.065915,981832.065915,979450,1555887,0.762008,1.048451,1483985.76415
"27_unwarped_VERIO.long.template_27_unwarped",4375,456.2,13190.2,39910.3,6663.6,3121.1,4172.2,1379.6,657,2101.6,17048.4,3901.7,1546.8,1103.4,451.8,3315.4,125.8,838.3,7169.3,219.1,11909.2,40455,6256.6,3425.7,4107.2,1477.9,3572.4,2000.3,472.9,3397.2,84,885.6,2.9,852.5,0,0,16.7,0,0,94.5,1007.7,439.2,448,575.8,990.9,1090191,1072696,1072682.67916,252945.918601,253465.280586,506411.199186,205475.790178,204145.689797,409621.479974,50974,638806.199186,982885.679161,969141.679161,967075,1522750,0.730662,1.02057,1492059.04768
"27_unwarped_SKYRA.long.template_27_unwarped",4281.9,360.2,12654.6,41583.6,6805.4,3205.9,4123.2,1328.9,661.1,2142.7,17047.9,4094.7,1585.4,1067.9,401.3,3524.9,108,964.9,7221.2,201.7,11897,41811,6422.3,3463.7,4152.1,1436.4,3746.4,2037.5,530.8,3494,100.5,867.7,0,763.9,0,0,7.8,0,0,89.2,1036.6,443.5,460.9,596.3,984.3,1101144,1083813,1083837.00677,253368.646918,258604.374567,511973.021485,206739.104321,205062.880964,411801.985285,52092,648560.021485,991730.00677,978103.00677,975906,1527097,0.738003,1.023483,1492059.04768
"28_unwarped_VERIO.long.template_28_unwarped",10632.1,369,14678.5,46666.5,7112.5,4663.5,5650.8,2313.5,925.8,1860.6,20455.8,4778.5,1875.5,1058.8,541.5,4124.7,110.9,1671,10281.7,686.9,14255.1,45827.7,7048.1,4744.8,5940.6,2036.1,5141.9,2087.9,713.9,4083.9,200.2,1520.1,0,1063.1,0,0,8.1,0,0,196.3,1292.1,563.7,511,556,1162.7,1251041,1222099,1222152.25281,282122.063259,284612.929207,566734.992466,233560.939363,235116.320981,468677.260344,64712,724936.992466,1127863.25281,1102712.25281,1100235,1693891,0.77124,1.044247,1622116.82872
"28_unwarped_SKYRA.long.template_28_unwarped",10832.9,402.6,14568.9,47985,7187.1,4732.8,5631,2354.9,910.5,1867.5,20535.6,4949,1861.1,1115,530,4327.9,129.6,1806.2,10497.2,657.8,13974.9,47304.6,7191.5,4730.9,5976.8,2016.3,5225.4,2095.1,704.8,4212,196.2,1552.8,0,1004.5,0,0,7.8,0,0,206.7,1298.9,586.5,495.1,566.7,1189.4,1274007,1244540,1245111.71027,286958.490449,289846.895334,576805.385783,237932.164184,240060.160299,477992.324483,65572,739250.385783,1149073.71027,1123399.71027,1119961,1699109,0.785398,1.047464,1622116.82872
"29_unwarped_VERIO.long.template_29_unwarped",4325.2,256.4,16914.2,52115.6,7117.4,4016.4,4770,2214,650.2,1750.8,21022.2,4192.7,1625.6,782.6,498.8,3894.8,98.3,1151.7,5092.3,274.6,16482.5,52432.6,6952.2,3942.9,4744.1,2119.9,4062.2,1693.9,688.1,3789.4,122.2,1011.9,7.2,863.6,0,0,3.6,0,0,133.4,941.4,601.5,580.5,532.3,971.9,1116519,1101474,1101766.39945,241493.328734,239876.742285,481370.071019,212046.75972,211473.568712,423520.328432,58033,646164.071019,977602.399451,965656.399451,962722,1533301,0.775475,1.06495,1439786.85668
"29_unwarped_SKYRA.long.template_29_unwarped",4131.2,285.6,16306.1,54636.3,7416.4,4116.3,4885.3,2257,618.5,1671.8,21410.3,4317.7,1621,753.5,513.7,4053.3,96.4,1146,4774.1,245.6,15912,54414.6,7108.1,4053.1,4834.4,2174.5,4235.2,1643.1,745.1,3933,130.1,1037.4,7.4,892.4,0,0,9.5,0,0,139.9,956.9,604.1,549.8,550.5,998.1,1142140,1127801,1127639.19311,247023.704151,248400.814873,495424.519024,215298.806903,215252.867183,430551.674086,59760,666233.519024,1000008.19311,988608.19311,985974,1534757,0.79327,1.065961,1439786.85668
"30_unwarped_VERIO.long.template_30_unwarped",4968.8,270.2,15239.4,53558.8,8435.3,3992.2,5263.1,2021.5,884.4,2017,24954.9,4580.6,1591.4,996.2,556,4344.2,37.2,802.1,4812.6,350.8,16047.8,55395.4,7528,4115.6,5446.4,2114.6,4232,1982.7,694.5,4421.3,112.3,944.3,0,784.2,0,0,22.7,0,0,169.2,870.5,415.7,603,453.2,750.4,1186850,1171041,1171203.72409,257671.969103,254824.398637,512496.36774,227578.317701,227374.038648,454952.356349,62883,685918.36774,1045613.72409,1033619.72409,1030108,1631409,0.758346,1.0424,1565050.67067
"30_unwarped_SKYRA.long.template_30_unwarped",5110.8,273,15192.9,54358.7,8485.2,4053.3,5386.4,2069.7,918.8,2076.3,25312.1,4581,1706.8,988.7,651.9,4514.7,60.3,784.5,4937.5,339,15486.6,56609.9,7570.7,4151.3,5497.5,2138.3,4329.6,1982.9,690.4,4505.4,103.2,990.9,0,781.8,0,0,13.9,0,0,168.9,863.4,421.7,578.9,451.9,756.7,1210198,1194010,1194131.38859,261055.218691,261226.736637,522281.955328,232574.411173,233290.022084,465864.433257,63855,698968.955328,1067518.38859,1055209.38859,1051820,1634446,0.773264,1.044341,1565050.67067
"31_unwarped_VERIO.long.template_31_unwarped",11076.2,513.7,17495.6,63578.2,7372,4183.1,5282.7,2308.4,1478.7,2684.3,27427.3,4405.1,1670.2,1622.8,712.9,4288,65.7,1174.1,9059.5,385.5,18786.5,66047.6,7321.6,4310,5145.8,2060,4517.9,1920,806.9,4209.2,100.5,1338.1,0,726.4,0,0,4.5,0,0,223.2,1123.8,612.1,524.1,707.6,1091.7,1301492,1272178,1272206.40397,263005.73024,262422.050664,525427.780905,259650.08023,257989.542839,517639.623069,62154,719433.780905,1131960.40397,1108380.40397,1105140,1832530,0.731039,1.029319,1780332.05291
"31_unwarped_SKYRA.long.template_31_unwarped",11291.1,533.8,17474,64922.5,7465.4,4287.9,5364.1,2325.1,1500.1,2674.5,26760.5,4521.5,1804,1685.7,734,4629,114,1395.8,9270.5,400.9,18732.3,67124.4,7446.5,4484.5,5275.1,2100.9,4676.8,1991.2,773.8,4641.8,97.9,1383,12.6,757.7,0,0,12.5,0,0,231.4,1098.8,576.4,524.5,695.1,1104.6,1327261,1297332,1297236.27234,268997.578822,272218.64903,541216.227852,261198.269285,261100.7752,522299.044485,64269,740072.227852,1155124.27234,1130923.27234,1127848,1836406,0.745513,1.031496,1780332.05291
"32_unwarped_VERIO.long.template_32_unwarped",4400.2,226.6,14059.2,50851.5,7336.5,3978.8,5313.9,1887.6,875,1381.2,19261.1,4096.6,1743.1,804.9,485.7,3840.1,82.7,1009.5,4490.4,212.9,13524.8,50589.1,7358.9,4091.8,5359,1764.4,3970.1,1764.5,676.9,3880.2,88.8,843.9,0,459.3,0,0,4.4,0,0,159.8,1209.2,568.9,510.1,550.6,810.8,1137257,1123340,1123555.36963,254022.854935,254713.149213,508736.004148,214361.72112,212041.644365,426403.365485,59284,670341.004148,1007578.36963,996620.369633,994226,1591735,0.745204,1.043007,1526102.48115
"32_unwarped_SKYRA.long.template_32_unwarped",4484.2,241.5,14048.4,51427.5,7350.9,3988.1,5371,1863.3,911.3,1394.6,19005.7,4195.2,1803.5,913.3,607.9,4074.2,75.3,1067.7,4594.2,213.4,12958.8,51777.1,7376.1,4150,5480.8,1847.7,4057.4,1800.4,689.4,4019.2,97.1,945.9,2.6,439.2,0,0,5,0,0,188,1193.3,605.2,500.5,599.2,822.8,1156912,1142453,1142879.03533,257647.930712,258829.670689,516477.601402,219324.358243,216572.075683,435896.433927,60431,681099.601402,1026399.03533,1015073.03533,1012374,1592385,0.758083,1.043433,1526102.48115
"33_unwarped_VERIO.long.template_33_unwarped",17484.5,342.6,15127.5,56100.8,8430.1,4729.9,6287.7,2082.5,1345.6,2258.9,21213.1,4098.4,1827,1252,614.6,3804.3,144.5,951.6,13237.1,272,16173.6,58033.8,8500.2,4950.4,6248.5,1884,4187,1973.9,815.2,3936.4,128.7,1031,1,1035.6,0,0,7.4,0,0,203.9,1126.4,454.2,407.3,438.2,963.9,1468887,1430620,1431633.78253,330600.456002,333721.20635,664321.662352,275514.571975,278687.548198,554202.120173,66042,846513.662352,1321868.78253,1288411.78253,1283574,1922979,0.777675,1.018086,1888818.33532
"33_unwarped_SKYRA.long.template_33_unwarped",17412.3,326,16451.8,56349.5,8747.4,4828.4,6358.4,2110,1225.5,2121,20632.7,4193.5,1740.8,1240.2,609.7,4172.1,154.1,971.3,13131.9,247.9,17209.1,57798.2,8661.9,5103.3,6365.9,1982.5,4220.3,2025.1,879,4181.4,144,1023.1,0,911.2,0,0,9.2,0,0,208.7,1166.9,530.7,414,432.7,995,1496161,1458788,1459529.48856,337518.384039,337992.985019,675511.369057,281835.835966,284235.283538,566071.119504,68293,859800.369057,1346771.48856,1313728.48856,1309158,1924731,0.792115,1.019013,1888818.33532
"34_unwarped_VERIO.long.template_34_unwarped",6775.4,405.3,14772.3,46568.4,6794.3,3021.5,4750.3,1791.2,708.4,1409.9,21663.6,3694.5,1664,903.5,513.2,3751.9,84.1,936.2,5261.2,312.7,14517.4,46855,6708,2748,4673.8,1645.5,3822.6,1690.9,562.8,4038.7,48.9,855.4,0,1031.5,0,0,3.2,0,0,149.9,915.3,539.7,581.7,584.4,910.3,1124000,1106682,1107002.40363,230467.486246,230821.672029,461289.158275,234987.895998,234190.349352,469178.24535,53660,609384.158275,1000713.40363,986261.403626,983768,1515990,0.781981,1.054694,1437374.26757
"34_unwarped_SKYRA.long.template_34_unwarped",6520.3,437.3,14917.8,47398.3,6994,3061.4,4766.9,1739.3,682.4,1373.1,21593.8,3809.8,1652.5,852,546.3,3910.5,75.1,908.2,5121.4,288.7,14263.3,47318.2,6828.9,2836,4714.1,1590.4,3884.9,1728.6,584.7,4175.2,47.5,823.7,0,974.3,0,0,5.9,0,0,147.4,920.9,547.3,564.6,600.9,927.9,1149683,1132938,1133501.469,236839.653457,239715.313065,476554.966523,239006.605844,239236.896632,478243.502476,54696,627297.966523,1025515.469,1011528.469,1008878,1516932,0.799849,1.055349,1437374.26757
"35_unwarped_VERIO.long.template_35_unwarped",14561.7,637.7,14885.6,52427.7,6492.2,3510.8,5139.1,1966.1,985.8,3147.1,20960.9,3539.6,1553.1,1078.1,563.6,3841,68.8,1310.3,12065.5,319.9,14297.7,53189.3,6702.1,3754.1,5160.8,1674.7,3785.4,1713.6,658.8,4086.6,43.7,1312.4,5.4,707.1,0,0,4.7,0,0,162.4,968.2,596.9,437.5,523.2,1045.9,1098551,1063238,1063955.90415,240046.161234,238322.046764,478368.207998,198076.941318,196649.754831,394726.696149,55899,641045.207998,961291.904146,931124.904146,928201,1553720,0.751171,1.062408,1462451.84393
"35_unwarped_SKYRA.long.template_35_unwarped",14627.6,634.7,14485.9,53270.4,6619.8,3556.8,5160,1890.2,994.3,3168.7,21158.8,3624.2,1408.8,1054.8,624.1,3977.7,82.4,1377.8,12022.4,317.7,14266.6,53921.4,6839,3833.4,5203.9,1707.8,3718.6,1704,700,4275.5,52.9,1288.4,3.7,693.2,0,0,10.9,0,0,166.9,990.8,593.3,437.9,538.1,1045.1,1109070,1073699,1073606.82416,241930.42432,239714.967158,481645.391478,200630.958541,198666.474138,399297.432679,56777,646906.391478,970063.824157,939857.824157,937748,1552671,0.758363,1.06169,1462451.84393
"36_unwarped_VERIO.long.template_36_unwarped",4010.3,195.4,15333.3,55050.2,7155.4,3394.2,4690.6,1238.6,694.1,1796.7,21890.6,3812.4,1646.1,879.1,489.8,3726.7,80.5,876.7,4682.5,103.8,14091.9,56084.2,6965.8,3334.5,4786.1,1613.5,3850.1,1874.5,647.5,3756.6,97.6,833.9,3.9,583.3,0,0,10.7,0,0,116.1,1000.1,648.7,697.7,585.7,1148.7,1133446,1119795,1119718.83059,247389.843105,249573.315258,496963.158363,213533.600459,214408.071769,427941.672227,54698,663423.158363,992066.83059,981610.83059,979684,1613673,0.739428,1.052715,1532867.95242
"36_unwarped_SKYRA.long.template_36_unwarped",3928.5,184,15454.3,56187.9,7411.9,3452.8,4734.4,1320.4,687.2,1797.6,21665.1,3896.8,1564.6,812.1,542.8,3822.3,66.5,904.3,4576.6,125.3,14109.2,56937.6,7141.9,3459.3,4807.2,1640.8,3981.2,1954.3,641.5,3803.8,88.5,835,0,612.2,0,0,3.9,0,0,125.3,1064.5,681.5,773,715.9,1132.1,1151058,1137739,1137294.76555,251419.073075,253459.133198,504878.206274,216953.466208,217133.093073,434086.559281,56026,674882.206274,1007235.76556,997018.765555,995431,1612745,0.750918,1.05211,1532867.95242
"37_unwarped_VERIO.long.template_37_unwarped",4856,164,16557.1,62182.3,7120.2,4430.5,5870.7,2080,630.6,2245,21008.6,4153.1,1905.3,1268.6,680.6,3870.3,64.3,965.8,4977,139.3,16063.8,69363.6,7278.7,4547.5,5811.3,1982.7,4361.9,2049.4,917.4,3794.5,74.2,891.5,2.7,650.1,0,0,19.3,0,0,102.9,1020.8,642.1,592.2,778,1063.5,1224241,1208440,1208658.01784,271207.055704,275365.837851,546572.893555,216240.512596,217830.611685,434071.124281,62936,742922.893555,1059027.01784,1047261.01783,1043349,1686067,0.759988,1.046681,1610869.68054
"37_unwarped_SKYRA.long.template_37_unwarped",5070.4,211.2,17176.5,62050.2,7193,4414.5,5940.4,2091.5,660.8,2202.6,20550.1,4290.7,1855.6,1292,763.5,3962.9,106.9,1019.3,5167.5,131.6,16134,69887.7,7248.4,4614.9,5752.8,2018.9,4390.8,2009.5,882.3,3833,92.4,903.8,0,631,0,0,10,0,0,132.8,1026.9,634.4,585,767,1059.9,1234716,1218385,1218453.16299,271755.244941,278205.262963,549960.507904,218617.010813,220581.644274,439198.655087,63225,746893.507904,1068351.16299,1056021.16299,1052343,1681390,0.76649,1.043778,1610869.68054
"38_unwarped_VERIO.long.template_38_unwarped",6171.4,443.9,16808.6,49123,8637.1,3920,5629.2,1930.2,1025.7,2633.1,24920.1,4057.3,1866.4,971.9,591.3,4378.4,84.3,1068.2,5619.4,351.9,16291.1,51372.1,8777.3,4023.7,5533.5,2043.5,4639.2,2179.7,690.4,3967.5,120.8,1140.4,0,1266.4,0,0,13.9,0,0,181.3,890.4,460,749.8,754.6,854.8,1386973,1367787,1368067.04854,298589.026748,299974.410581,598563.437329,284337.796833,285627.814383,569965.611216,64568,765774.437329,1251112.04854,1236489.04854,1232793,1873610,0.76613,1.034937,1810362.26487
"38_unwarped_SKYRA.long.template_38_unwarped",7106.6,527.4,16647.6,51628.1,8841.3,3835.1,5698.8,1984,1110.1,2559.5,23490.3,4150,1899.6,1159.4,595,4693.8,76.1,1293.5,6548.7,413.7,15902.6,53173.6,8859.7,3999.4,5467.7,2062.2,4617,2242.5,644.8,4339.4,147.6,1292.2,3.9,1148.3,0,0,11.8,0,0,213.6,870.6,435.5,751.2,722.8,899,1384855,1363365,1363410.93984,286220.35904,292252.873158,578473.232198,289390.31213,290868.395513,580258.707643,65937,751736.232198,1244648.93984,1227722.93984,1224600,1885551,0.76496,1.041532,1810362.26487
"39_unwarped_VERIO.long.template_39_unwarped",3938.7,595.2,16411.7,57053.9,7523.4,4184.2,5589.1,2006.7,985.5,1990.8,23178.3,4009.4,1764.4,1096.4,543,3704.4,87.2,1078,4983.9,265.8,17329.5,57339.3,7402.3,4365.2,5566.9,1757.8,4245.3,1758.9,661.5,3572.9,88.9,859.5,7.1,765.3,0,0,10.1,0,0,122.5,936.3,648.6,646.8,871.1,886.9,1156370,1140831,1140957.37884,249323.448618,249608.402601,498931.851219,217903.927524,215088.600097,432992.527621,60467,674619.851219,1007013.37884,995435.37884,992314,1610132,0.758296,1.055852,1524959.50102
"39_unwarped_SKYRA.long.template_39_unwarped",3759.5,580.6,16665.2,58438,7699.6,4284.9,5654.1,2070.4,950.8,1784.9,22833.1,4058.8,1736.5,1027.7,603.3,4086.9,91.2,1104.3,4707.4,248.3,17225.5,59370.7,7677.5,4432.3,5651.2,1798.4,4259,1820.4,704.6,3876.4,87.5,942.7,7.5,859.2,0,0,7,0,0,128.9,939,690.6,706,883.6,838.1,1185757,1170962,1170902.42225,258044.404496,256166.37135,514210.775846,223340.828719,219112.81769,442453.646408,62189,695189.775846,1033081.42225,1021910.42225,1018960,1611368,0.777566,1.056663,1524959.50102
"40_unwarped_VERIO.long.template_40_unwarped",6866.3,228.5,14876.1,50085.7,6696.8,4395.8,5226,1923.3,1033.8,1987.5,20178.4,4133.2,1754.4,1101.2,431.4,3968.4,64.1,1146.8,5532,163.9,13926.5,50547.1,6876.8,4405.6,5060.5,1769.2,4315.9,1986.6,614.9,3618.3,58.5,1002.1,1.7,491.3,0,0,6,0,0,212,1168,634.4,478,507.1,1031.5,1043461,1024690,1024606.72998,230807.006209,231205.514357,462012.520566,187121.229105,186786.980307,373908.209412,59093,623019.520566,911927.729977,897217.729977,895007,1464304,0.731487,1.026506,1426492.95412
