"ID","rh_bankssts_area","rh_caudalanteriorcingulate_area","rh_caudalmiddlefrontal_area","rh_cuneus_area","rh_entorhinal_area","rh_fusiform_area","rh_inferiorparietal_area","rh_inferiortemporal_area","rh_isthmuscingulate_area","rh_lateraloccipital_area","rh_lateralorbitofrontal_area","rh_lingual_area","rh_medialorbitofrontal_area","rh_middletemporal_area","rh_parahippocampal_area","rh_paracentral_area","rh_parsopercularis_area","rh_parsorbitalis_area","rh_parstriangularis_area","rh_pericalcarine_area","rh_postcentral_area","rh_posteriorcingulate_area","rh_precentral_area","rh_precuneus_area","rh_rostralanteriorcingulate_area","rh_rostralmiddlefrontal_area","rh_superiorfrontal_area","rh_superiorparietal_area","rh_superiortemporal_area","rh_supramarginal_area","rh_frontalpole_area","rh_temporalpole_area","rh_transversetemporal_area","rh_insula_area","rh_WhiteSurfArea_area","BrainSegVolNotVent.x","eTIV.x","lh_bankssts_area","lh_caudalanteriorcingulate_area","lh_caudalmiddlefrontal_area","lh_cuneus_area","lh_entorhinal_area","lh_fusiform_area","lh_inferiorparietal_area","lh_inferiortemporal_area","lh_isthmuscingulate_area","lh_lateraloccipital_area","lh_lateralorbitofrontal_area","lh_lingual_area","lh_medialorbitofrontal_area","lh_middletemporal_area","lh_parahippocampal_area","lh_paracentral_area","lh_parsopercularis_area","lh_parsorbitalis_area","lh_parstriangularis_area","lh_pericalcarine_area","lh_postcentral_area","lh_posteriorcingulate_area","lh_precentral_area","lh_precuneus_area","lh_rostralanteriorcingulate_area","lh_rostralmiddlefrontal_area","lh_superiorfrontal_area","lh_superiorparietal_area","lh_superiortemporal_area","lh_supramarginal_area","lh_frontalpole_area","lh_temporalpole_area","lh_transversetemporal_area","lh_insula_area","lh_WhiteSurfArea_area","BrainSegVolNotVent.y","eTIV.y"
"83_SKYRA.long.template_83",1044,737,1932,1739,379,3802,6631,3508,1175,5346,3101,3290,2025,4196,810,1570,1780,1037,2235,1607,4039,1514,4766,5104,801,7876,8514,5905,3908,4023,395,470,347,2544,98148.3,1244957,1563585.28242,1192,525,2097,1657,373,3611,5248,4274,1153,5561,3224,3287,2292,4183,841,1376,1928,914,1988,1638,3898,1237,4421,4725,959,7235,9143,4345,4357,3622,354,462,387,2607,95114.4,1244957,1563585.28242
"84_VERIO.long.template_84",1098,919,2369,1933,325,3330,7103,3845,1102,5922,3239,3550,2393,4176,718,1688,1572,1127,2057,1658,4697,1619,5584,4285,826,7553,8120,5454,4326,4085,326,456,334,3216,101000,1335982,1761435.69619,1582,892,2514,1697,327,3705,5512,4254,1351,5254,3210,2911,2627,4219,793,1450,2145,879,1952,1270,4449,1418,5631,4341,1196,7105,8084,5636,4802,4935,330,397,485,2863,100122,1335982,1761435.69619
"84_SKYRA.long.template_84",1126,907,2333,1964,340,3327,7230,3884,1101,6088,3262,3558,2211,4175,713,1649,1571,1093,2026,1701,4638,1603,5451,4279,826,7560,7941,5561,4314,4119,336,465,345,3154,100853,1334700,1761435.69619,1615,875,2463,1722,342,3732,5674,4312,1376,5425,3229,2938,2580,4245,755,1443,2108,864,1959,1277,4426,1402,5541,4360,1187,7044,7901,5729,4821,4940,332,410,496,2900,100400,1334700,1761435.69619
"85_VERIO.long.template_85",903,570,2492,1397,379,3190,6656,3576,1035,5336,3120,2757,2188,3975,676,1709,1424,1041,1476,1228,4037,1103,4406,4829,553,6031,7962,6464,3314,4605,306,463,276,2467,91946.3,1219722,1627162.36881,1179,720,1999,1383,453,3775,5298,4347,1081,5067,3027,2288,2196,3428,759,1484,1977,846,1646,1039,3961,1397,4062,4192,940,5812,7843,5209,3503,5857,264,486,354,2502,90370.1,1219722,1627162.36881
"85_SKYRA.long.template_85",919,573,2499,1399,379,3201,6790,3568,1029,5510,3108,2819,2179,4000,668,1687,1454,1022,1464,1248,3971,1087,4293,4838,544,6031,7845,6559,3294,4624,305,498,268,2559,92231.6,1215919,1627162.36881,1203,707,2007,1382,462,3779,5458,4373,1079,5207,3067,2358,2331,3430,742,1467,1967,822,1631,1048,3878,1398,4027,4186,917,5809,7776,5324,3515,5892,261,483,350,2584,90915.4,1215919,1627162.36881
"86_VERIO.long.template_86",729,1046,2098,1536,660,3319,5175,3455,812,5584,2527,2960,1844,3434,657,1364,1134,828,1175,1532,3471,1262,4769,3430,662,6089,6603,4586,3514,3146,323,456,284,2121,82582.9,1049121,1414998.43463,1103,565,2346,1662,517,2848,4461,3587,1029,5798,2409,3101,1728,3252,673,1150,1429,694,1187,1402,4134,1006,4679,3710,891,6265,7337,4453,3694,3066,244,501,315,2119,83356.1,1049121,1414998.43463
"86_SKYRA.long.template_86",752,999,2086,1576,717,3384,5293,3460,760,5767,2455,3094,1824,3450,658,1337,1144,809,1170,1554,3389,1197,4746,3459,636,6120,6525,4679,3533,3175,317,496,290,2081,82934.2,1043763,1414998.43463,1132,564,2328,1686,516,2866,4587,3588,1041,5961,2461,3200,1704,3282,666,1156,1416,682,1170,1416,4085,1013,4612,3694,888,6240,7175,4551,3667,3113,244,506,322,2103,83636.8,1043763,1414998.43463
"87_VERIO.long.template_87",949,715,1912,1235,462,3039,5389,2909,706,4666,2454,2681,1984,3526,721,1472,1307,921,1733,1309,3619,1206,4592,3955,691,5260,6731,4682,3438,3165,260,399,284,2122,80494.7,1123619,1405762.49041,969,684,2440,1167,505,3325,4480,3453,759,4829,2585,2430,2094,3303,631,1482,1725,710,1657,1180,3385,1278,4374,3489,792,5512,6575,4455,3789,3284,268,461,434,2253,80757.6,1123619,1405762.49041
"87_SKYRA.long.template_87",975,715,1919,1232,458,3052,5511,2937,713,4705,2395,2681,1977,3515,720,1445,1296,940,1723,1296,3500,1205,4537,3990,673,5277,6608,4742,3414,3183,264,421,287,2136,80441.7,1106068,1405762.49041,1005,685,2423,1172,492,3366,4616,3498,754,4946,2585,2462,2051,3296,624,1432,1723,705,1645,1219,3274,1271,4248,3513,797,5541,6502,4501,3762,3291,267,503,421,2265,80857.2,1106068,1405762.49041
"88_VERIO.long.template_88",795,489,1630,1251,333,2220,4608,2184,749,3932,2295,2873,1663,2715,506,1328,1250,690,1314,1722,3585,893,3984,3458,518,3641,4901,4686,2899,3106,268,400,211,2319,69415.5,938279,1254725.60299,792,561,1653,1253,406,2557,4024,2661,870,4012,2485,2677,1515,2446,540,1075,1681,579,1153,1469,3495,937,3654,3195,646,3973,5056,4608,2552,3554,240,412,274,2294,69300.9,938279,1254725.60299
"88_SKYRA.long.template_88",830,484,1592,1303,334,2236,4549,2195,747,3998,2332,2880,1635,2710,500,1269,1238,665,1283,1737,3346,913,3815,3333,522,3633,4748,4559,2859,3029,260,393,212,2332,68469.6,902918,1254725.60299,818,542,1590,1249,404,2581,3997,2659,862,4067,2496,2717,1517,2383,540,1011,1633,563,1128,1487,3277,917,3506,3013,632,3931,4885,4515,2476,3465,238,431,289,2312,68132,902918,1254725.60299
"89_VERIO.long.template_89",1261,790,2930,1834,457,4009,5686,4163,983,6562,2701,2676,2232,4449,801,1729,1624,816,2129,1763,4692,1355,5630,4580,942,7029,8349,5607,4173,4878,336,489,296,2497,100445,1313615,1628111.36667,1170,919,3006,1945,565,4281,3858,4086,1077,6063,3043,2786,2236,3847,856,1530,2030,743,1571,1659,5459,1539,5719,3731,1266,6834,8953,5645,4683,5148,339,545,540,2823,100490,1313615,1628111.36667
"89_SKYRA.long.template_89",1304,769,2922,1866,459,4000,5796,4161,993,6708,2771,2693,2219,4486,799,1702,1641,815,2113,1798,4520,1384,5493,4613,915,6937,8072,5702,4145,4902,329,503,300,2487,100321,1297504,1628111.36667,1211,905,2973,2001,563,4296,3976,4083,1060,6248,2995,2903,2119,3858,847,1477,2032,734,1532,1683,5321,1546,5591,3703,1268,6760,8629,5678,4639,5167,330,614,539,2623,99900.8,1297504,1628111.36667
"90_VERIO.long.template_90",1056,814,2416,1853,408,3041,5563,3713,1007,5649,3070,3488,2061,3903,657,1534,1444,998,1624,1840,4225,1185,5136,4034,676,7352,7716,4975,3428,3415,369,431,328,2151,91559.8,1108223,1505659.71807,874,754,2712,1888,428,3350,4849,3797,1112,5238,2886,3528,2175,3760,641,1335,1786,764,1680,1876,3948,1119,5376,3793,865,6174,8125,5186,3579,3938,384,548,421,2398,91288.5,1108223,1505659.71807
"90_SKYRA.long.template_90",1079,760,2398,1853,409,3078,5570,3742,977,5575,3018,3553,2072,3846,667,1526,1455,949,1596,1855,4172,1161,5100,4023,619,7222,7683,4958,3394,3403,358,435,332,2164,90997.5,1100543,1505659.71807,903,794,2685,1897,435,3316,4804,3780,1108,5206,2908,3548,2096,3675,644,1306,1776,742,1645,1850,3858,1108,5296,3753,859,6099,8030,5139,3523,3917,369,545,426,2403,90442.2,1100543,1505659.71807
"91_VERIO.long.template_91",924,679,1971,1670,405,3065,5505,3044,1045,5160,2644,3368,2150,3619,677,1707,1290,887,1876,1673,4587,1351,5636,4364,509,4929,7360,5507,3800,4159,289,404,308,2937,89499.7,1158774,1512389.89145,1040,742,2501,1472,395,3042,4897,3206,1173,4642,3252,3070,1973,3391,623,1424,1432,840,1337,1562,4469,1372,5537,3907,791,5562,6674,5523,4143,4925,244,442,464,2589,88655.1,1158774,1512389.89145
"91_SKYRA.long.template_91",944,700,1930,1756,446,3037,5547,3058,1063,5301,2611,3393,2074,3589,668,1733,1294,858,1866,1706,4480,1383,5657,4353,505,4832,7122,5543,3779,4153,288,414,319,2883,89282.7,1158096,1512389.89145,1045,737,2445,1505,413,3022,4948,3223,1142,4766,3262,3132,1953,3385,628,1409,1429,804,1320,1582,4403,1376,5625,3904,795,5518,6496,5566,4182,4932,249,493,473,2755,88910.2,1158096,1512389.89145
"92_VERIO.long.template_92",764,712,1917,2003,644,3976,5946,4700,1284,6464,3330,3505,2622,3976,669,1821,1718,1086,2276,1916,4160,1550,5257,4799,590,8064,8468,6058,3711,4844,412,611,353,2631,102837,1266932,1695305.69757,1045,883,2719,1863,584,3734,5182,4539,1288,6477,3201,3668,2076,3662,691,1700,2389,900,1980,1637,4071,1609,4922,4812,1081,7229,8582,7311,4551,4016,325,576,487,2578,102369,1266932,1695305.69757
"92_SKYRA.long.template_92",787,702,1922,2023,681,4006,6147,4703,1322,6638,3377,3609,2646,4060,670,1831,1736,1093,2284,1991,4156,1543,5240,4904,588,8067,8396,6239,3709,4914,420,635,353,2709,104095,1282009,1695305.69757,1090,898,2720,1890,569,3785,5370,4550,1286,6677,3191,3737,2036,3654,703,1719,2389,898,1973,1661,4043,1626,4980,4878,1019,7326,8539,7585,4590,4067,329,608,490,2580,103457,1282009,1695305.69757
"93_VERIO.long.template_93",909,654,1729,1678,314,3075,6094,3087,888,5274,2752,3708,1979,3453,641,1501,1287,902,1462,1925,3763,1215,4273,3561,630,6602,6792,5624,3675,3359,238,419,252,2339,86052.4,1189598,1552644.99763,876,644,1759,1695,332,3136,4680,3490,899,5635,2874,2922,1944,3699,605,1330,1587,814,1577,1666,4098,1155,4099,3746,948,5654,6863,5236,3323,3599,238,423,335,2143,84023.1,1189598,1552644.99763
"93_SKYRA.long.template_93",943,632,1716,1722,312,3120,6095,3122,867,5371,2733,3811,1932,3400,641,1442,1254,877,1451,1906,3554,1192,4142,3425,612,6490,6595,5471,3598,3252,254,445,261,2275,84809.5,1169445,1552644.99763,908,641,1734,1736,341,3142,4676,3521,907,5720,2891,3016,1926,3638,614,1267,1576,773,1535,1664,3910,1132,3946,3654,957,5638,6614,5084,3293,3546,237,443,324,2221,83223.8,1169445,1552644.99763
"94_VERIO.long.template_94",776,943,2085,1845,494,3330,6061,3607,952,5026,2776,3747,1976,3477,758,1663,1245,877,1402,1980,4282,1356,5110,4050,790,7066,6928,5904,3611,3907,419,513,322,2630,91904.8,1196972,1464513.69107,890,712,1854,1844,552,2736,5116,4041,1093,5532,2890,3641,2036,3487,721,1419,1452,919,1347,1835,4318,1153,4818,4032,971,6722,7275,5245,4181,4281,317,496,522,2952,91401.6,1196972,1464513.69107
"94_SKYRA.long.template_94",790,898,2049,1898,489,3285,5987,3568,913,4981,2798,3764,2025,3401,740,1610,1274,878,1372,1940,4159,1296,5007,3950,724,6849,6734,5819,3530,3861,399,495,326,2692,90500.7,1181830,1464513.69107,911,709,1804,1883,531,2748,5077,4022,1113,5474,2857,3723,1982,3398,721,1372,1444,896,1309,1866,4211,1147,4686,3934,989,6628,7096,5148,4127,4202,301,499,505,2918,90227.3,1181830,1464513.69107
"95_VERIO.long.template_95",1016,931,1638,2039,598,3639,6908,4851,1306,5666,3550,3002,2255,4716,602,1758,1783,1144,2641,1770,4531,1347,5612,6168,954,7150,8606,6949,4130,5606,397,620,401,2703,106889,1397565,1846306.98175,1363,662,2419,1813,540,3722,6722,4672,1574,6213,3473,2986,2512,4462,716,1637,2029,1043,1782,1551,4904,1641,5466,5563,898,7609,8786,6219,4849,5085,329,471,499,2937,107142,1397565,1846306.98175
"95_SKYRA.long.template_95",1039,918,1659,2059,592,3608,6795,4830,1264,5710,3423,2998,2255,4657,593,1719,1719,1109,2585,1817,4364,1325,5519,6070,911,7095,8361,6766,4068,5564,385,619,401,2743,105538,1368437,1846306.98175,1390,652,2388,1833,505,3673,6623,4642,1545,6194,3478,3016,2528,4346,718,1610,2001,1004,1727,1552,4710,1629,5311,5494,876,7565,8543,6106,4748,4944,333,532,499,2913,105626,1368437,1846306.98175
"96_VERIO.long.template_96",812,530,2076,1524,288,2703,5112,2771,875,4917,2366,3230,1963,3317,604,1478,1574,910,1875,1861,3778,1182,4652,3184,564,5981,6794,3979,3516,3112,352,321,286,2420,80907.5,1097666,1425056.5772,848,454,2278,1659,326,2864,4119,3283,1027,5189,2546,3079,1857,2889,625,1291,1889,731,1507,1724,3996,1070,4773,3332,802,6393,7096,4538,3443,3302,265,426,395,2336,82354.8,1097666,1425056.5772
"96_SKYRA.long.template_96",825,558,2052,1519,305,2658,5016,2731,858,4871,2324,3264,1850,3231,585,1469,1593,878,1836,1870,3680,1166,4630,3145,556,5961,6745,3916,3454,3064,344,336,279,2551,80109.9,1072881,1425056.5772,875,457,2277,1619,322,2815,4043,3228,991,5121,2557,2997,1699,2845,611,1274,1839,720,1471,1698,3917,1054,4711,3265,789,6326,7014,4467,3365,3289,255,420,387,2317,81035.4,1072881,1425056.5772
"97_VERIO.long.template_97",1116,1188,2135,1856,503,3234,5818,3403,1043,4874,2927,3623,2247,3686,685,1479,1446,957,1690,2028,3746,1235,4874,4017,877,6708,6680,5333,4113,3608,348,473,324,2215,90487.2,1211337,1587333.11276,868,628,2007,1640,735,3937,4138,3700,1039,6343,2850,2838,2208,3555,737,1512,1604,811,1239,1664,4479,1306,4962,3853,967,6467,8399,4663,4536,3715,298,519,502,2368,91088.3,1211337,1587333.11276
"97_SKYRA.long.template_97",1143,1185,2049,1910,476,3276,5939,3393,1037,5058,2869,3645,2191,3730,670,1429,1439,949,1674,2054,3704,1258,4858,4000,857,6662,6562,5372,4055,3650,354,536,327,2196,90507.9,1201595,1587333.11276,901,627,1978,1682,724,3947,4233,3738,1036,6537,2838,2924,2193,3560,734,1477,1605,788,1232,1694,4533,1290,4914,3900,908,6344,8226,4680,4496,3731,306,568,539,2393,91276.9,1201595,1587333.11276
"98_VERIO.long.template_98",644,622,1892,1169,361,2388,3573,2857,684,4126,2018,2395,1694,2686,625,1361,1170,681,1418,1023,2980,1023,4149,3101,470,5278,6121,4407,3032,2802,280,385,231,1927,69574.9,925740,1339385.84377,696,464,1926,1109,358,2580,3372,2847,801,3738,2124,2231,1592,2386,643,1133,1289,672,1221,931,3215,1098,3912,2928,618,5825,6085,4837,3125,2563,224,494,311,1947,69292.5,925740,1339385.84377
"98_SKYRA.long.template_98",653,633,1866,1174,362,2416,3697,2881,677,4251,2104,2414,1765,2728,597,1357,1166,692,1405,1045,2939,1025,4125,3179,462,5296,6174,4548,3064,2864,283,407,234,1924,70405.8,927186,1339385.84377,720,462,1912,1136,391,2581,3456,2859,804,3881,2144,2338,1724,2388,650,1142,1305,657,1202,939,3204,1095,3888,2956,596,5856,6099,4984,3155,2604,236,526,326,2054,70270.1,927186,1339385.84377
"99_VERIO.long.template_99",973,755,1781,1455,555,3192,6022,3837,1141,4699,2479,3302,1740,3792,738,1196,1071,880,1389,1359,3684,1092,3902,3383,653,5185,6063,4515,2924,2870,338,465,237,2154,79820,1014023,1403151.10599,1054,485,2070,1490,591,2971,5075,3520,1070,5364,2579,3464,1720,3383,708,1007,1412,672,1160,1180,3798,1101,4174,3144,581,5323,6205,4110,3449,3128,286,510,336,2135,79252.6,1014023,1403151.10599
"99_SKYRA.long.template_99",994,743,1793,1437,560,3121,6043,3800,1142,4594,2532,3209,1747,3705,718,1175,1074,880,1368,1314,3586,1080,3882,3329,655,5153,5962,4496,2868,2844,323,468,236,2203,79033.4,1001727,1403151.10599,1090,477,2050,1470,600,2953,5076,3490,1064,5319,2603,3422,1744,3303,721,982,1410,654,1147,1181,3649,1078,4113,3139,582,5291,6148,4085,3375,3107,289,552,338,2129,78628.9,1001727,1403151.10599
"100_VERIO.long.template_100",843,612,2113,1527,409,3008,4581,2977,1115,4885,2428,3562,1936,3338,660,1648,1404,881,1598,1687,4068,1160,5156,4447,445,7377,7612,5067,4180,3925,304,429,372,2504,88258.9,1162301,1636252.90894,967,571,2265,1352,399,2752,4178,3124,1563,4728,2807,3095,2321,3376,656,1277,1579,675,1469,1395,3985,1049,5315,4489,761,6980,7525,5647,4622,3289,246,428,482,2511,87878.3,1162301,1636252.90894
"100_SKYRA.long.template_100",858,593,2084,1523,400,3015,4666,2983,1102,5070,2441,3597,1909,3310,644,1616,1387,867,1577,1688,3975,1126,5000,4401,436,7251,7368,5086,4160,3898,292,419,374,2480,87593.1,1150945,1636252.90894,996,563,2154,1357,378,2717,4235,3094,1550,4843,2832,3179,2278,3351,651,1269,1549,664,1455,1404,3894,1040,5221,4518,762,6923,7332,5693,4579,3275,244,420,486,2511,87414.8,1150945,1636252.90894
"101_VERIO.long.template_101",949,583,1903,1634,507,3210,4830,3066,987,5007,2833,3405,2096,3347,549,1585,1268,918,1300,1755,3857,1149,4630,4405,665,6366,7307,5814,3640,4523,316,467,335,2310,87511.9,1153981,1526479.38763,1212,702,2052,1406,539,2680,4590,3298,938,4818,2725,3300,2453,3002,590,1523,1529,654,1376,1582,4010,1253,4345,4434,1007,5913,6851,5901,3942,4086,251,465,396,2328,86152.6,1153981,1526479.38763
"101_SKYRA.long.template_101",955,594,1898,1661,502,3233,4850,3037,986,5064,2879,3471,2044,3287,535,1602,1265,892,1304,1727,3931,1143,4636,4415,665,6347,7334,5861,3601,4525,310,466,347,2322,87688.6,1147811,1526479.38763,1210,699,2063,1460,541,2706,4556,3223,937,4695,2676,3388,2371,2907,580,1522,1504,649,1360,1546,4008,1256,4319,4413,980,5850,6897,5922,3885,4032,253,495,408,2343,85653.2,1147811,1526479.38763
"102_VERIO.long.template_102",709,873,2070,1631,371,2909,4944,2908,815,4963,2782,2943,2109,3335,546,1368,1172,847,1325,1328,3536,1077,4179,3049,794,4825,6436,4047,3155,2874,311,496,260,2159,77147.1,1001462,1376496.41449,781,689,1699,1381,405,2964,3492,3290,952,4618,2442,2813,1870,2786,470,1130,1317,664,1396,1383,3626,1024,4393,2996,1084,5210,6366,4332,3379,3801,258,437,380,2197,75953.8,1001462,1376496.41449
"102_SKYRA.long.template_102",738,856,2051,1647,347,2883,5057,2937,807,5155,2449,2953,1966,3320,543,1368,1172,827,1303,1340,3519,1068,4157,3068,779,4844,6380,4153,3164,2891,314,554,263,2147,77019.9,1013191,1376496.41449,812,680,1708,1417,437,2953,3612,3282,944,4816,2438,2899,1803,2755,487,1133,1318,657,1382,1398,3615,1031,4377,2984,926,5203,6268,4480,3335,3856,264,433,385,2192,76277.8,1013191,1376496.41449
"103_VERIO.long.template_103",1052,919,2354,1821,427,3034,5252,3076,1036,5017,2879,3091,1880,3714,630,1485,1495,779,1650,1495,3521,1203,4790,3449,637,5725,7132,4884,3933,3265,259,530,349,2349,85114.3,1088801,1404845.13651,962,543,2240,1548,398,2893,4311,3159,1034,5049,2879,3013,1958,3654,687,1445,1968,761,1576,1566,4003,1384,4665,3290,904,5585,7875,4621,4249,3653,229,493,514,2573,85681,1088801,1404845.13651
"103_SKYRA.long.template_103",1094,931,2344,1852,418,3009,5416,3060,1035,5151,2929,3153,1848,3699,628,1490,1482,797,1636,1495,3511,1189,4778,3488,628,5785,7116,5034,3920,3368,270,519,337,2433,85839.4,1097284,1404845.13651,980,548,2244,1580,394,2883,4461,3192,1024,5133,2877,3053,1942,3663,698,1444,1959,757,1584,1557,4027,1377,4618,3340,922,5602,7820,4738,4247,3704,234,499,526,2543,86164.1,1097284,1404845.13651
"104_VERIO.long.template_104",759,849,1905,1804,413,3240,4555,3239,987,5178,2249,3905,1918,3663,685,1512,1274,787,1447,2001,3880,1030,4951,3745,707,5834,6726,4805,3469,3724,328,441,314,2376,84699.4,1121217,1520398.99201,941,642,1943,1626,465,3408,3567,3457,1197,4714,2419,3707,1811,3105,653,1371,1429,697,1257,1671,4306,1157,4833,3471,778,5526,6632,4573,3725,4619,251,525,554,2613,83642.4,1121217,1520398.99201
"104_SKYRA.long.template_104",763,849,1914,1831,398,3270,4716,3247,990,5278,2227,3933,1942,3636,672,1525,1272,786,1427,2004,3872,1025,4944,3770,703,5824,6738,4950,3456,3768,342,449,334,2256,85102.1,1111181,1520398.99201,960,627,1941,1635,471,3328,3698,3472,1206,4800,2418,3709,1794,3095,670,1357,1434,682,1243,1680,4300,1168,4837,3524,779,5538,6612,4710,3727,4670,268,543,553,2628,84076.9,1111181,1520398.99201
"105_VERIO.long.template_105",982,809,2404,2163,371,3476,5655,3527,1056,5846,2783,3103,2073,3850,747,1632,1539,834,1653,1972,4682,1205,5720,4802,766,6387,8233,5698,3759,3451,348,427,347,3033,95332.5,1240626,1584407.36147,956,619,2749,2158,352,3441,4662,3544,1461,5690,2925,3469,2430,3600,653,1379,1769,696,1275,2194,4473,1483,5198,4229,1044,6263,8380,5684,4508,4016,283,498,508,2490,95078.2,1240626,1584407.36147
"105_SKYRA.long.template_105",1008,805,2381,2181,392,3464,5734,3556,1019,5978,2765,3149,2047,3784,732,1584,1547,816,1642,2003,4599,1195,5581,4734,758,6388,8184,5703,3752,3472,355,426,369,3180,95283.4,1232060,1584407.36147,962,619,2715,2175,336,3420,4753,3534,1469,5814,2926,3460,1974,3635,663,1355,1752,672,1273,2238,4420,1461,5141,4210,962,6250,8310,5760,4506,4067,292,504,514,2504,94647.6,1232060,1584407.36147
"106_VERIO.long.template_106",849,529,2207,1247,420,2688,4608,3552,776,3760,2452,2711,1714,3473,578,1379,1378,670,1289,1358,3492,1033,5011,3360,547,5168,6857,4630,3393,3064,248,358,292,2094,77184.5,1043645,1425006.49867,1178,644,1735,1230,275,3000,3899,3153,845,4237,2388,2478,1730,3185,633,1209,1555,697,1209,1146,3735,1053,4434,3163,860,5519,6750,4287,4010,3586,223,362,415,2131,76952.9,1043645,1425006.49867
"106_SKYRA.long.template_106",864,523,2173,1305,436,2738,4697,3615,786,3842,2514,2793,1747,3506,588,1342,1385,678,1258,1354,3403,1039,4943,3396,520,5244,6792,4629,3406,3092,270,405,297,2156,77736.8,1041261,1425006.49867,1193,637,1744,1228,309,3028,3976,3164,839,4326,2423,2557,1763,3201,641,1184,1525,678,1219,1129,3635,1053,4310,3161,870,5547,6631,4323,3982,3616,229,419,423,2148,76993.3,1041261,1425006.49867
"107_VERIO.long.template_107",937,873,2768,2056,386,3677,5362,3155,946,6581,2785,3589,2156,4256,605,1563,1473,1033,2052,2120,4349,1302,5493,3819,572,6283,7332,4946,4127,3842,277,430,368,2626,94141.6,1223487,1653992.17901,1133,661,2266,1991,583,3449,5608,3850,1078,5787,2897,3690,1901,2973,611,1280,1912,786,1723,2032,4548,1459,5542,3585,930,6865,7899,5303,4293,3929,320,488,588,2679,94640.5,1223487,1653992.17901
"107_SKYRA.long.template_107",943,864,2711,2068,399,3693,5493,3160,969,6793,2781,3717,2134,4229,604,1560,1475,1027,2037,2144,4222,1290,5488,3826,551,6217,7191,5094,4091,3881,283,447,370,2652,94403.4,1210551,1653992.17901,1165,652,2247,1997,565,3489,5795,3859,1056,5933,2884,3784,1869,2929,608,1276,1872,777,1702,2109,4474,1431,5461,3611,916,6807,7696,5368,4289,3964,320,510,583,2622,94619.9,1210551,1653992.17901
"108_VERIO.long.template_108",866,595,1935,1651,261,2872,5657,2577,855,5152,2392,3672,1975,3275,747,1488,1357,758,1537,1654,3981,1242,3947,4100,520,6314,6667,5541,3962,3850,275,369,343,2514,84900.2,1144945,1568274.24995,987,813,2113,1526,311,2991,4043,2609,1012,5565,2882,3259,1769,3010,680,1205,1513,668,1509,1305,4366,1530,4531,4241,906,5225,6614,5836,3842,3671,228,358,409,2690,84219.1,1144945,1568274.24995
"108_SKYRA.long.template_108",891,582,1969,1651,273,2859,5652,2590,868,5133,2384,3647,2068,3249,740,1491,1361,753,1522,1665,3942,1230,4003,4098,508,6285,6664,5510,3929,3878,286,373,349,2670,85071.5,1139416,1568274.24995,1017,791,2102,1471,345,2904,3991,2605,1021,5523,2865,3230,1763,2916,684,1210,1505,654,1501,1276,4312,1512,4491,4186,898,5232,6635,5818,3751,3612,225,401,412,2324,83182.3,1139416,1568274.24995
"109_VERIO.long.template_109",935,840,2758,1830,375,3288,5025,3622,1096,5541,2912,3910,2223,3904,671,1423,1234,1105,1684,1885,4779,1299,4840,4509,827,7200,7588,5074,3594,3396,267,496,295,2433,92859.6,1193439,1578405.28456,977,1037,2543,1719,331,3018,4923,4127,1095,4836,3105,3591,1749,3854,635,1475,1662,857,1412,2020,4208,1544,5088,4034,1411,7334,6960,5371,4051,3592,246,508,460,2574,92348.4,1193439,1578405.28456
"109_SKYRA.long.template_109",965,827,2716,1878,375,3298,5169,3627,1086,5739,2898,4016,2210,3945,671,1392,1241,1087,1658,1923,4654,1280,4760,4560,794,7132,7410,5138,3608,3454,265,505,307,2465,93052.4,1185807,1578405.28456,1001,1026,2507,1749,353,3031,5032,4207,1123,5079,3117,3760,1754,3855,641,1439,1620,842,1397,2058,4157,1522,4966,4011,1384,7255,6798,5377,4045,3626,248,543,480,2528,92530.6,1185807,1578405.28456
"110_VERIO.long.template_110",767,574,2331,1662,378,3253,5420,3018,848,5416,2616,3644,1939,3825,563,1384,1086,680,1177,1835,4096,1147,4545,3760,491,6094,6827,5387,3808,4439,266,404,322,2127,86129.1,1154519,1512198.02131,1203,754,2163,1587,384,3064,5090,3284,917,4961,2350,3419,2002,3557,678,1281,1789,591,1109,1536,3919,1220,4532,3764,680,5607,6493,5312,4299,4376,281,383,459,2258,85302,1154519,1512198.02131
"110_SKYRA.long.template_110",780,572,2313,1628,387,3205,5313,2970,830,5263,2359,3460,1866,3717,548,1344,1103,671,1148,1795,3913,1130,4474,3658,485,6031,6747,5244,3744,4363,260,419,321,2113,84172.7,1118022,1512198.02131,1243,749,2146,1577,391,3049,5011,3282,890,4935,2331,3421,1871,3436,678,1255,1752,565,1102,1537,3806,1219,4412,3654,688,5534,6388,5162,4237,4255,271,396,459,2252,83952.2,1118022,1512198.02131
"111_VERIO.long.template_111",1072,985,2185,1546,482,3672,5950,4382,980,6043,3388,2999,2295,4371,590,1524,1735,1007,1668,1629,4515,1682,5134,4704,1039,7732,8158,6182,4380,4864,340,532,421,2890,101075,1345756,1703294.45775,1425,735,2444,1430,565,3844,5989,4434,1096,5242,3744,2910,2175,3865,659,1461,1830,866,1408,1322,5003,1428,5463,4521,1052,6791,8701,5889,4315,5125,313,600,587,2675,99906.3,1345756,1703294.45775
